Month,Division,Line,Day Type,Reporting Category,Subcategory,Incidents
2025-04-01,B DIVISION,D,1,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,34
2025-04-01,B DIVISION,D,1,Planned ROW Work,Work Equipment,16
2025-04-01,B DIVISION,D,1,Police & Medical,Persons on Roadbed,5
2025-04-01,B DIVISION,D,1,Police & Medical,"Public Conduct, Crime, Police Response",62
2025-04-01,B DIVISION,D,1,Police & Medical,Sick/Injured Customer,7
2025-04-01,B DIVISION,D,2,,,0
2025-04-01,B DIVISION,D,2,Crew Availability,Crew Availability,7
2025-04-01,B DIVISION,D,2,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,D,2,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,D,2,External Factors,Inclement Weather,1
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Braking,0
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Door-Related,3
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Other - CE,3
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Other - Sig,4
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Other Infrastructure,0
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Propulsion,1
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Rail and Roadbed,1
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Service Delivery,2
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-04-01,B DIVISION,D,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-04-01,B DIVISION,D,2,Operating Conditions,Other Operating Environment,0
2025-04-01,B DIVISION,D,2,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,D,2,Planned ROW Work,Capital Work - Other Planned ROW,7
2025-04-01,B DIVISION,D,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,D,2,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,D,2,Planned ROW Work,Subways Maintenance,11
2025-04-01,B DIVISION,D,2,Planned ROW Work,Work Equipment,2
2025-04-01,B DIVISION,D,2,Police & Medical,Persons on Roadbed,1
2025-04-01,B DIVISION,D,2,Police & Medical,"Public Conduct, Crime, Police Response",27
2025-04-01,B DIVISION,D,2,Police & Medical,Sick/Injured Customer,2
2025-04-01,B DIVISION,E,1,,,0
2025-04-01,B DIVISION,E,1,Crew Availability,Crew Availability,6
2025-04-01,B DIVISION,E,1,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,E,1,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,E,1,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Braking,2
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Door-Related,0
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Other - CE,5
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Other - Sig,15
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Other Infrastructure,2
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Other Internal Disruptions,3
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Propulsion,2
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Rail and Roadbed,9
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Service Delivery,11
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Signal Modernization Capital Project,18
2025-04-01,B DIVISION,E,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2025-04-01,B DIVISION,E,1,Operating Conditions,Other Operating Environment,24
2025-04-01,B DIVISION,E,1,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,E,1,Planned ROW Work,Capital Work - Other Planned ROW,20
2025-04-01,B DIVISION,E,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,E,1,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,E,1,Planned ROW Work,Subways Maintenance,49
2025-04-01,B DIVISION,E,1,Planned ROW Work,Work Equipment,1
2025-04-01,B DIVISION,E,1,Police & Medical,Persons on Roadbed,1
2025-04-01,B DIVISION,E,1,Police & Medical,"Public Conduct, Crime, Police Response",34
2025-04-01,B DIVISION,E,1,Police & Medical,Sick/Injured Customer,8
2025-04-01,B DIVISION,E,2,,,0
2025-04-01,B DIVISION,E,2,Crew Availability,Crew Availability,0
2025-04-01,B DIVISION,E,2,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,E,2,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,E,2,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Braking,0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Door-Related,0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Other - CE,0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Other - Sig,1
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Other Infrastructure,0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Propulsion,0
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Rail and Roadbed,1
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Service Delivery,1
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Signal Modernization Capital Project,1
2025-04-01,B DIVISION,E,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-04-01,B DIVISION,E,2,Operating Conditions,Other Operating Environment,1
2025-04-01,B DIVISION,E,2,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,E,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2025-04-01,B DIVISION,E,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,E,2,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,E,2,Planned ROW Work,Subways Maintenance,17
2025-04-01,B DIVISION,E,2,Planned ROW Work,Work Equipment,0
2025-04-01,B DIVISION,E,2,Police & Medical,Persons on Roadbed,1
2025-04-01,B DIVISION,E,2,Police & Medical,"Public Conduct, Crime, Police Response",9
2025-04-01,B DIVISION,E,2,Police & Medical,Sick/Injured Customer,1
2025-04-01,B DIVISION,F,1,,,0
2025-04-01,B DIVISION,F,1,Crew Availability,Crew Availability,24
2025-04-01,B DIVISION,F,1,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,F,1,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,F,1,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Braking,3
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,8
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,6
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,17
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,13
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,7
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,1
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,16
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,13
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Signal Modernization Capital Project,28
2025-04-01,B DIVISION,F,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2025-04-01,B DIVISION,F,1,Operating Conditions,Other Operating Environment,36
2025-04-01,B DIVISION,F,1,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,14
2025-04-01,B DIVISION,F,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,F,1,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,50
2025-04-01,B DIVISION,F,1,Planned ROW Work,Work Equipment,25
2025-04-01,B DIVISION,F,1,Police & Medical,Persons on Roadbed,9
2025-04-01,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",89
2025-04-01,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,12
2025-04-01,B DIVISION,F,2,,,0
2025-04-01,B DIVISION,F,2,Crew Availability,Crew Availability,1
2025-04-01,B DIVISION,F,2,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,F,2,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,F,2,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Braking,0
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Door-Related,0
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Other - CE,1
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,6
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Other Infrastructure,0
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Other Internal Disruptions,2
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Propulsion,0
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,4
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Signal Modernization Capital Project,7
2025-04-01,B DIVISION,F,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-04-01,B DIVISION,F,2,Operating Conditions,Other Operating Environment,5
2025-04-01,B DIVISION,F,2,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,F,2,Planned ROW Work,Capital Work - Other Planned ROW,11
2025-04-01,B DIVISION,F,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,F,2,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,13
2025-04-01,B DIVISION,F,2,Planned ROW Work,Work Equipment,2
2025-04-01,B DIVISION,F,2,Police & Medical,Persons on Roadbed,3
2025-04-01,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",20
2025-04-01,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,5
2025-04-01,B DIVISION,G,1,,,0
2025-04-01,B DIVISION,G,1,Crew Availability,Crew Availability,6
2025-04-01,B DIVISION,G,1,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,G,1,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,G,1,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Braking,2
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Door-Related,3
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,9
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,10
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,9
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Other Internal Disruptions,4
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Propulsion,3
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,5
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,8
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-04-01,B DIVISION,G,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-04-01,B DIVISION,G,1,Operating Conditions,Other Operating Environment,40
2025-04-01,B DIVISION,G,1,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,G,1,Planned ROW Work,Capital Work - Other Planned ROW,21
2025-04-01,B DIVISION,G,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,G,1,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,38
2025-04-01,B DIVISION,G,1,Planned ROW Work,Work Equipment,3
2025-04-01,B DIVISION,G,1,Police & Medical,Persons on Roadbed,0
2025-04-01,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",58
2025-04-01,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,1
2025-04-01,B DIVISION,G,2,,,0
2025-04-01,B DIVISION,G,2,Crew Availability,Crew Availability,1
2025-04-01,B DIVISION,G,2,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,G,2,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,G,2,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Braking,0
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Door-Related,3
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Other - CE,3
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,3
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Other Infrastructure,0
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Propulsion,0
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Rail and Roadbed,1
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Service Delivery,1
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-04-01,B DIVISION,G,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-04-01,B DIVISION,G,2,Operating Conditions,Other Operating Environment,4
2025-04-01,B DIVISION,G,2,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,G,2,Planned ROW Work,Capital Work - Other Planned ROW,5
2025-04-01,B DIVISION,G,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,G,2,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,8
2025-04-01,B DIVISION,G,2,Planned ROW Work,Work Equipment,1
2025-04-01,B DIVISION,G,2,Police & Medical,Persons on Roadbed,0
2025-04-01,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",10
2025-04-01,B DIVISION,G,2,Police & Medical,Sick/Injured Customer,1
2025-04-01,B DIVISION,JZ,1,,,0
2025-04-01,B DIVISION,JZ,1,Crew Availability,Crew Availability,8
2025-04-01,B DIVISION,JZ,1,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,JZ,1,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,JZ,1,External Factors,Inclement Weather,1
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Braking,1
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Door-Related,1
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,2
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,7
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Infrastructure,1
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Propulsion,1
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,1
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,8
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-04-01,B DIVISION,JZ,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-04-01,B DIVISION,JZ,1,Operating Conditions,Other Operating Environment,16
2025-04-01,B DIVISION,JZ,1,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,JZ,1,Planned ROW Work,Capital Work - Other Planned ROW,5
2025-04-01,B DIVISION,JZ,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,JZ,1,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,14
2025-04-01,B DIVISION,JZ,1,Planned ROW Work,Work Equipment,4
2025-04-01,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,3
2025-04-01,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",33
2025-04-01,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,10
2025-04-01,B DIVISION,JZ,2,,,0
2025-04-01,B DIVISION,JZ,2,Crew Availability,Crew Availability,1
2025-04-01,B DIVISION,JZ,2,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,JZ,2,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,JZ,2,External Factors,Inclement Weather,1
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Braking,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Door-Related,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - CE,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - Sig,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other Infrastructure,1
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Propulsion,1
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Service Delivery,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-04-01,B DIVISION,JZ,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-04-01,B DIVISION,JZ,2,Operating Conditions,Other Operating Environment,2
2025-04-01,B DIVISION,JZ,2,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,JZ,2,Planned ROW Work,Capital Work - Other Planned ROW,0
2025-04-01,B DIVISION,JZ,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,JZ,2,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,JZ,2,Planned ROW Work,Subways Maintenance,5
2025-04-01,B DIVISION,JZ,2,Planned ROW Work,Work Equipment,2
2025-04-01,B DIVISION,JZ,2,Police & Medical,Persons on Roadbed,1
2025-04-01,B DIVISION,JZ,2,Police & Medical,"Public Conduct, Crime, Police Response",16
2025-04-01,B DIVISION,JZ,2,Police & Medical,Sick/Injured Customer,2
2025-04-01,B DIVISION,L,1,,,0
2025-04-01,B DIVISION,L,1,Crew Availability,Crew Availability,8
2025-04-01,B DIVISION,L,1,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,L,1,External Factors,External Debris on Roadbed,1
2025-04-01,B DIVISION,L,1,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Braking,1
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Door-Related,3
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Other - CE,7
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Other - Sig,10
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Other Infrastructure,11
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Other Internal Disruptions,6
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Propulsion,0
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Rail and Roadbed,3
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Service Delivery,6
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Signal Modernization Capital Project,1
2025-04-01,B DIVISION,L,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-04-01,B DIVISION,L,1,Operating Conditions,Other Operating Environment,7
2025-04-01,B DIVISION,L,1,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,L,1,Planned ROW Work,Capital Work - Other Planned ROW,3
2025-04-01,B DIVISION,L,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,L,1,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,L,1,Planned ROW Work,Subways Maintenance,28
2025-04-01,B DIVISION,L,1,Planned ROW Work,Work Equipment,4
2025-04-01,B DIVISION,L,1,Police & Medical,Persons on Roadbed,1
2025-04-01,B DIVISION,L,1,Police & Medical,"Public Conduct, Crime, Police Response",19
2025-04-01,B DIVISION,L,1,Police & Medical,Sick/Injured Customer,8
2025-04-01,B DIVISION,L,2,,,0
2025-04-01,B DIVISION,L,2,Crew Availability,Crew Availability,2
2025-04-01,B DIVISION,L,2,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,L,2,External Factors,External Debris on Roadbed,1
2025-04-01,B DIVISION,L,2,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Braking,1
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Door-Related,1
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Other - CE,2
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Other - Sig,3
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Other Infrastructure,0
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Propulsion,0
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Service Delivery,1
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Signal Modernization Capital Project,2
2025-04-01,B DIVISION,L,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-04-01,B DIVISION,L,2,Operating Conditions,Other Operating Environment,1
2025-04-01,B DIVISION,L,2,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,L,2,Planned ROW Work,Capital Work - Other Planned ROW,2
2025-04-01,B DIVISION,L,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,L,2,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,L,2,Planned ROW Work,Subways Maintenance,3
2025-04-01,B DIVISION,L,2,Planned ROW Work,Work Equipment,0
2025-04-01,B DIVISION,L,2,Police & Medical,Persons on Roadbed,0
2025-04-01,B DIVISION,L,2,Police & Medical,"Public Conduct, Crime, Police Response",4
2025-04-01,B DIVISION,L,2,Police & Medical,Sick/Injured Customer,3
2025-04-01,B DIVISION,M,1,,,0
2025-04-01,B DIVISION,M,1,Crew Availability,Crew Availability,11
2025-04-01,B DIVISION,M,1,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,M,1,External Factors,External Debris on Roadbed,1
2025-04-01,B DIVISION,M,1,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Braking,2
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Door-Related,1
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Other - CE,8
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Other - Sig,5
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Other Infrastructure,0
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Other Internal Disruptions,4
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Propulsion,2
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Rail and Roadbed,2
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Service Delivery,4
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Signal Modernization Capital Project,27
2025-04-01,B DIVISION,M,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-04-01,B DIVISION,M,1,Operating Conditions,Other Operating Environment,39
2025-04-01,B DIVISION,M,1,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,M,1,Planned ROW Work,Capital Work - Other Planned ROW,6
2025-04-01,B DIVISION,M,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,M,1,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,M,1,Planned ROW Work,Subways Maintenance,12
2025-04-01,B DIVISION,M,1,Planned ROW Work,Work Equipment,3
2025-04-01,B DIVISION,M,1,Police & Medical,Persons on Roadbed,2
2025-04-01,B DIVISION,M,1,Police & Medical,"Public Conduct, Crime, Police Response",45
2025-04-01,B DIVISION,M,1,Police & Medical,Sick/Injured Customer,6
2025-04-01,B DIVISION,M,2,,,0
2025-04-01,B DIVISION,M,2,Crew Availability,Crew Availability,0
2025-04-01,B DIVISION,M,2,External Factors,External Agency or Utility,0
2025-04-01,B DIVISION,M,2,External Factors,External Debris on Roadbed,0
2025-04-01,B DIVISION,M,2,External Factors,Inclement Weather,0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Braking,1
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Door-Related,0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Other - CE,2
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Other - Sig,0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Other Infrastructure,0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Propulsion,0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Rail and Roadbed,1
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Service Delivery,1
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-04-01,B DIVISION,M,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-04-01,B DIVISION,M,2,Operating Conditions,Other Operating Environment,2
2025-04-01,B DIVISION,M,2,Operating Conditions,Service Management,0
2025-04-01,B DIVISION,M,2,Planned ROW Work,Capital Work - Other Planned ROW,0
2025-04-01,B DIVISION,M,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-04-01,B DIVISION,M,2,Planned ROW Work,Other Planned ROW Work,0
2025-04-01,B DIVISION,M,2,Planned ROW Work,Subways Maintenance,1
2025-04-01,B DIVISION,M,2,Planned ROW Work,Work Equipment,0
2025-04-01,B DIVISION,M,2,Police & Medical,Persons on Roadbed,0
2025-04-01,B DIVISION,M,2,Police & Medical,"Public Conduct, Crime, Police Response",1
2025-04-01,B DIVISION,M,2,Police & Medical,Sick/Injured Customer,0
2025-04-01,B DIVISION,N,1,,,0
2025-04-01,B DIVISION,N,1,Crew Availability,Crew Availability,14
